# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/jackhmmer_hmm_b04.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/homolog_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/homolog_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/homolog_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PETH_IDESA_b04  [M=314]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
   1 !  259.3   5.2   1.1e-78   1.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq212  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.3   8.0   1.1e-78   1.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq385  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.2   5.7   1.1e-78   1.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq440  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.2   5.5   1.2e-78   1.2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq153  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.2   5.0   1.2e-78   1.2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq397  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.2   5.4   1.2e-78   1.2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq8  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.1   4.7   1.2e-78   1.2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq401  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.1   0.0   1.3e-78   1.3e-78      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq481  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.1   5.7   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq125  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.1   5.3   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq448  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.1   5.2   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq156  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.0   6.6   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq215  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.0   5.2   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq371  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.0   1.3   1.3e-78   1.3e-78      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq407  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.0   5.9   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq87  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.0   4.4   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq24  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.0   5.1   1.3e-78   1.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq180  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.9   3.2   1.4e-78   1.4e-78      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq443  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.9   5.7   1.5e-78   1.5e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq45  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.8   4.9   1.6e-78   1.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq201  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.7   5.6   1.6e-78   1.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq13  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.7   5.7   1.7e-78   1.7e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq373  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.7   5.2   1.7e-78   1.7e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq10  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.6   5.3   1.8e-78   1.8e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq173  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.6   5.5   1.8e-78   1.8e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq268  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.6   4.7   1.9e-78   1.9e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq109  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.5   5.2   1.9e-78   1.9e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq19  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.5   5.2     2e-78     2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq141  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.2   2.5   2.3e-78   2.3e-78      13     311 ..       8     284 ..       2     287 .. 0.93

>> Seq262  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.4   5.0   2.1e-78   2.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq466  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.4   4.7   2.1e-78   2.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq348  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.3   4.7   2.2e-78   2.2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq155  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.3   5.6   2.3e-78   2.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq484  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.3   5.4   2.3e-78   2.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq154  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.2   5.4   2.3e-78   2.3e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq74  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.0   0.0   2.8e-78   2.8e-78      29     310 ..       1     257 [.       1     260 [. 0.97

>> Seq22  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.1   5.0   2.5e-78   2.5e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq175  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.1   5.2   2.5e-78   2.5e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq461  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.1   4.9   2.6e-78   2.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq304  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.0   5.5   2.7e-78   2.7e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq143  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.0   5.3   2.7e-78   2.7e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq492  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  258.0   5.2   2.7e-78   2.7e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq31  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.9   4.8   2.9e-78   2.9e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq247  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.7   0.0   3.3e-78   3.3e-78      29     310 ..       1     257 [.       1     260 [. 0.97

>> Seq464  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.8   4.9   3.1e-78   3.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq374  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.8   3.8   3.2e-78   3.2e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq91  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.7   4.9   3.4e-78   3.4e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq60  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.6   5.2   3.6e-78   3.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq30  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.6   5.3   3.6e-78   3.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq157  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.6   5.1   3.6e-78   3.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq462  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.6   5.2   3.6e-78   3.6e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq483  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  257.5   5.2     4e-78     4e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq499  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
